Достать ножи,2019,8.4,"детектив, драма, криминал, комедия",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/6/3/3/8355336/e6fd3ad60dde486fda2ae0ec5c845948.jpeg,https://www.kinoafisha.info/movies/8355336/
Анчартед: на картах не значится,2022,8.4,"боевик, приключения",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/9/4/9/8175949/ee89ae7cb1cc102e2067c96f5067fcf4.jpg,https://www.kinoafisha.info/movies/8175949/
Король Лев,2019,8.4,"фантастика, семейный",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/7/1/6/8329617/93a205f7b45a58021f6b342d1abf3ad5.jpeg,https://www.kinoafisha.info/movies/8329617/
Хоббит: Нежданное путешествие,2012,8.4,"фэнтези, приключения",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/0/4/5/5567540/5748f0c5aa739e8fd7ff1ed5ae5ba9b6.jpg,https://www.kinoafisha.info/movies/5567540/
Веном,2018,8.4,"фантастика, боевик, триллер",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/3/4/4/8329443/720cb9335ecd2b10108c9e35dfe8b213.jpeg,https://www.kinoafisha.info/movies/8329443/
Черный телефон,2022,8.4,ужасы,https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/3/7/4/8365473/ef7fd28d99c1b367d4acde74668b524b.jpg,https://www.kinoafisha.info/movies/8365473/
Райя и последний дракон,2021,8.4,анимация,https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/1/7/4/8356471/7a75e644307d4245db6d6b5d80fccaf4.jpg,https://www.kinoafisha.info/movies/8356471/
Зов предков,2020,8.4,"приключения, анимация, семейный",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/1/3/6/8353631/8444050d55912e1ec0b7864273b917f4.jpeg,https://www.kinoafisha.info/movies/8353631/
Сердце пармы,2022,8.4,"исторический, драма",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/6/4/8/8326846/565790025366.jpg,https://www.kinoafisha.info/movies/8326846/
Остров проклятых,2009,8.4,"драма, мистика, триллер",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/3/5/3/5280353/55eadffda671625ee1b9458d35d81710.jpg,https://www.kinoafisha.info/movies/5280353/
Гарри Поттер и Дары смерти. Часть вторая,2011,8.4,"семейный, фэнтези, драма, мистика, приключения",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/5/2/8/7667825/c91bafb58635c0fd0f47db63716b50fb.jpg,https://www.kinoafisha.info/movies/7667825/
Крестный отец,1972,8.4,"драма, триллер",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/2/7/1/3974172/4500b7ee06727138baf3c8ad50012a2a.jpg,https://www.kinoafisha.info/movies/3974172/
"Добро пожаловать, или Посторонним вход воспрещен",1964,8.4,"семейный, комедия",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/2/9/0/1853092/a012cc2da8d61f9eac5e0df0d35b70c4.jpg,https://www.kinoafisha.info/movies/1853092/
Железный человек,2008,8.4,"приключения, фантастика, боевик, триллер",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/8/8/6/1186688/b66b84b3a8912b6583bfb1e131266e97.jpg,https://www.kinoafisha.info/movies/1186688/
Адвокат дьявола,1997,8.4,"триллер, драма",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/0/8/2/3341280/31ec02dd963dd5b2e5cf0e79b86ddd08.jpg,https://www.kinoafisha.info/movies/3341280/
Кошачьи миры Луиса Уэйна,2021,8.4,"биография, драма, исторический",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/2/5/2/8363252/aca38d70c0af3c8d0ea87052286f5491.jpg,https://www.kinoafisha.info/movies/8363252/
Пираты Карибского моря: Мертвецы не рассказывают сказки,2017,8.4,"комедия, фэнтези, боевик, приключения",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/8/3/2/8150238/ad5bc18a1ca93c3ebb6e00c146713a20.jpeg,https://www.kinoafisha.info/movies/8150238/
Ее заветное желание,2020,8.4,"анимация, драма, мелодрама",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/5/9/7/8364795/070f0079c90fdb986f6275679b2016e3.jpg,https://www.kinoafisha.info/movies/8364795/
"Поймай меня, если сможешь",2002,8.4,комедия,https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/9/3/2/5239/5c003eae7be3a3748b4d47926bba7516.jpg,https://www.kinoafisha.info/movies/5239/
Красавица и чудовище,1991,8.4,"сказка, мелодрама, мюзикл, семейный, анимация",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/7/3/3/5388337/59b1bf405bf80e52dd290eddbc940d90.jpeg,https://www.kinoafisha.info/movies/5388337/
Джанго освобожденный,2012,8.4,вестерн,https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/8/4/2/8121248/16cb45cb41aa5a2666fc5ffcf0957d19.jpg,https://www.kinoafisha.info/movies/8121248/
Сумерки. Сага. Новолуние,2009,8.4,"фэнтези, мелодрама",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/2/5/7/7594752/dc6bc580784b09cbe945fea3854f0f15.jpg,https://www.kinoafisha.info/movies/7594752/
Холоп,2019,8.4,комедия,https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/8/1/4/8330418/821a4d3620426c686fa810abb7c3fe01.jpeg,https://www.kinoafisha.info/movies/8330418/
Троя,2004,8.4,"исторический, приключения",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/1/9/5/5591/216746179621489cebc26d1556d29e0e.jpg,https://www.kinoafisha.info/movies/5591/
Хэнкок,2008,8.4,"комедия, фантастика, боевик",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/4/3/7/4172734/d7c116f0353e353ba49a3321cfa5be32.jpg,https://www.kinoafisha.info/movies/4172734/
Кунг-Фу Панда,2008,8.4,"комедия, анимация",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/1/4/3/2108341/02fab9604ec72210f401a6a68a1db8e7.jpg,https://www.kinoafisha.info/movies/2108341/
Гнев человеческий,2021,8.4,"криминал, боевик, триллер",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/9/0/6/8356609/8a9c94ab809c30b47ccc7716ab6dff3f.jpg,https://www.kinoafisha.info/movies/8356609/
Миньоны: Грювитация,2022,8.4,"анимация, фантастика, приключения, комедия, семейный",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/4/1/1/8329114/62dac697b11bcf692bf360d08389e487.jpg,https://www.kinoafisha.info/movies/8329114/
Пираты Карибского моря: Сундук мертвеца,2006,8.4,"боевик, сказка, комедия, приключения",https://static.kinoafisha.info/k/movie_posters/220/upload/movie_posters/0/1/6/533610/1412de5a064e53cf4a3ef330b48d9304.jpg,https://www.kinoafisha.info/movies/533610/
